id,name,price,picture,details,manufacturer,item_code,color,material
627,Florida Pinkroot,63.35,https://robohash.org/culparerumdolore.jpg?size=50x50&set=set1,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,Aesculus,60986-1027,Blue,Loganiaceae
628,Idaho Phacelia,80.8,https://robohash.org/temporedoloresvoluptatem.bmp?size=50x50&set=set1,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,Ibuprofen,49349-177,Red,Hydrophyllaceae
629,King s Bird s-beak,4.77,https://robohash.org/teneturvellaboriosam.bmp?size=50x50&set=set1,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,PREDNISOLONE ACETATE,52125-484,Crimson,Scrophulariaceae
630,Teatree,48.41,https://robohash.org/liberooditmolestias.jpg?size=50x50&set=set1,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,PMS Complex,52731-7020,Violet,Myrtaceae
631,Prairie Cordgrass,41.35,https://robohash.org/nihilculpased.png?size=50x50&set=set1,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,Acyclovir,67253-100,Yellow,Poaceae
632,Eatonella,91.11,https://robohash.org/explicaboquiporro.bmp?size=50x50&set=set1,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,Furosemide,67046-221,Puce,Asteraceae
633,Pineland Threeseed Mercury,46.13,https://robohash.org/nonitaquefugiat.jpg?size=50x50&set=set1,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,Milk of Magnesia Original,68016-078,Khaki,Euphorbiaceae
634,Dwarf Violet Iris,22.17,https://robohash.org/autexpeditaeius.jpg?size=50x50&set=set1,aliquam quis turpis eget elit sodales scelerisque mauris sit amet,Doxazosin,53808-0364,Fuscia,Iridaceae
635,Blue Threeawn,11.57,https://robohash.org/asperioressequioptio.png?size=50x50&set=set1,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,Pollens - Weeds and Garden Plants Nettle Urtica dioica,65044-1946,Goldenrod,Poaceae
636,Villous Lilac,39.87,https://robohash.org/velitsuntminus.png?size=50x50&set=set1,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,Ketodan,43538-530,Red,Oleaceae
637,Slender Seapurslane,72.56,https://robohash.org/veniamillumsint.bmp?size=50x50&set=set1,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,SEROQUEL,21695-117,Turquoise,Aizoaceae
638,Cleveland s Beardtongue,75.41,https://robohash.org/temporaexercitationemut.png?size=50x50&set=set1,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,ASSURED ICE COLD TOPICAL ANALGESIC,33992-7994,Fuscia,Scrophulariaceae
639,Ropevine Clematis,45.65,https://robohash.org/estvoluptatibusat.jpg?size=50x50&set=set1,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,Ranitidine 75,52125-719,Orange,Ranunculaceae
640,Santa Cruz Island Manzanita,14.33,https://robohash.org/accusamusdebitisquod.bmp?size=50x50&set=set1,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,biclora-D,63717-334,Maroon,Ericaceae
641,Wyoming Besseya,54.5,https://robohash.org/atquemolestiasmaiores.jpg?size=50x50&set=set1,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,Baclofen,0832-1025,Crimson,Scrophulariaceae
642,Weak-nerved Sedge,94.45,https://robohash.org/evenietautquia.png?size=50x50&set=set1,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,CUTICURA MEDICATED ANTIBACTERIAL BAR,11118-3000,Fuscia,Cyperaceae
643,Virginia Wildrye,65.82,https://robohash.org/inetea.bmp?size=50x50&set=set1,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,Koh Gen Do Aqua Foundation,51668-503,Aquamarine,Poaceae
644,Sulphur Cinquefoil,54.14,https://robohash.org/illoaliquamconsectetur.png?size=50x50&set=set1,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,Medicine Shoppe Arthritis Pain Reliever,49614-473,Pink,Rosaceae
645,Guadeloupe Bonnet Orchid,41.54,https://robohash.org/utperspiciatisdistinctio.jpg?size=50x50&set=set1,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,Terrasil Wart Removal,24909-112,Khaki,Orchidaceae
646,Ceratotheca,98.25,https://robohash.org/etrationepraesentium.jpg?size=50x50&set=set1,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,Terazosin Hydrochloride Anhydrous,51079-938,Aquamarine,Pedaliaceae
647,Manchurian Walnut,5.7,https://robohash.org/sintsedeos.png?size=50x50&set=set1,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,Milrinone Lactate,0641-6067,Pink,Juglandaceae
648,Mendocino Sphagnum,81.51,https://robohash.org/etestipsa.png?size=50x50&set=set1,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,SEROQUEL,24236-121,Purple,Sphagnaceae
649,Naio,27.69,https://robohash.org/eosevenieteum.jpg?size=50x50&set=set1,metus vitae ipsum aliquam non mauris morbi non lectus aliquam,No Foundation Foundation Fair,62742-4060,Teal,Myoporaceae
650,Entireleaf Daisy,55.23,https://robohash.org/ametsedrepudiandae.png?size=50x50&set=set1,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,BLACK OLIVE,0268-6185,Orange,Asteraceae
651,Burmann s Basketgrass,12.6,https://robohash.org/enimmolestiaedelectus.bmp?size=50x50&set=set1,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,Standardized Sweet Vernal Grass Pollen,49288-0492,Maroon,Poaceae
652,Cutleaf Monkeyflower,71.33,https://robohash.org/sitsedquo.jpg?size=50x50&set=set1,tortor sollicitudin mi sit amet lobortis sapien sapien non mi,Mucinex Fast-Max,63824-550,Violet,Scrophulariaceae
653,Poppy,85.72,https://robohash.org/sitexercitationematque.png?size=50x50&set=set1,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,Gabapentin,42254-103,Teal,Papaveraceae
654,Red Elder,56.38,https://robohash.org/estetdolor.bmp?size=50x50&set=set1,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,OXYGEN,51791-001,Pink,Caprifoliaceae
655,Cinnamon Fern,52.6,https://robohash.org/aliquidsedbeatae.png?size=50x50&set=set1,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,Nifedipine,63629-1558,Indigo,Osmundaceae
656,Skin Lichen,4.07,https://robohash.org/etplaceatoccaecati.jpg?size=50x50&set=set1,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,Undesine,10578-009,Crimson,Collemataceae
657,Polyscias,24.91,https://robohash.org/repudiandaenostrumeum.jpg?size=50x50&set=set1,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,Cultivated Rye,36987-2368,Aquamarine,Araliaceae
658,Longleaf Milkweed,5.1,https://robohash.org/quimodiad.png?size=50x50&set=set1,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,ASPIRIN LOW DOSE,67046-166,Crimson,Asclepiadaceae
659,Dwarf Suncup,18.01,https://robohash.org/excepturiinamet.png?size=50x50&set=set1,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,Terazosin Hydrochloride,21695-812,Green,Onagraceae
660,Botão-de-ouro,6.11,https://robohash.org/aboditaspernatur.bmp?size=50x50&set=set1,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,Pain Relief Extra Strength,53345-019,Green,Asteraceae
661,Orange Coneflower,41.46,https://robohash.org/etsitlaudantium.bmp?size=50x50&set=set1,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,Potassium Chloride,58118-1516,Teal,Asteraceae
662,Broadleaf Maiden Fern,71.76,https://robohash.org/quasitaquehic.bmp?size=50x50&set=set1,lacinia aenean sit amet justo morbi ut odio cras mi,Prednisone,52125-957,Purple,Thelypteridaceae
663,Marsh Cudweed,54.35,https://robohash.org/atquequasea.png?size=50x50&set=set1,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,aspirin,41250-274,Red,Asteraceae
664,Goldenbush,34.18,https://robohash.org/nobisseddignissimos.bmp?size=50x50&set=set1,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,CARVEDILOL,60760-145,Crimson,Asteraceae
665,Oppositeleaf Cyrtandra,5.87,https://robohash.org/doloressiteligendi.jpg?size=50x50&set=set1,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,VALACYCLOVIR HYDROCHLORIDE,68788-9554,Khaki,Gesneriaceae
666,Borzicactus,17.15,https://robohash.org/delenitieligendisunt.png?size=50x50&set=set1,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,PETROLATUM,68786-211,Turquoise,Cactaceae
667,San Bernardino Spineflower,63.19,https://robohash.org/automnissunt.bmp?size=50x50&set=set1,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,Reglan,52584-451,Khaki,Polygonaceae
668,Fanleaf Dwarf Polypody,8.59,https://robohash.org/aspernaturprovidenttenetur.jpg?size=50x50&set=set1,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,Hydrocodone Bitartrate and Acetaminophen,62037-567,Indigo,Grammitidaceae
669,Locoweed,9.26,https://robohash.org/repudiandaevoluptasaut.jpg?size=50x50&set=set1,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,Indocyanine Green,25431-424,Crimson,Fabaceae
670,Shrubland Nehe,4.49,https://robohash.org/saepeaccusamusaut.bmp?size=50x50&set=set1,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,White Pine,36987-2987,Aquamarine,Asteraceae
671,Dicranella Moss,88.64,https://robohash.org/autemquiaet.bmp?size=50x50&set=set1,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,Diltiazem Hydrochloride,0615-3548,Yellow,Dicranaceae
672,False Brittlegrass,62.84,https://robohash.org/eaomniscum.png?size=50x50&set=set1,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,Marcaine with Epinephrine,54868-3439,Purple,Poaceae
673,Needle And Thread,63.37,https://robohash.org/suntiureodit.bmp?size=50x50&set=set1,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,fentanyl citrate,55253-071,Puce,Poaceae
674,Ewan s Cinquefoil,40.32,https://robohash.org/quasnonipsa.bmp?size=50x50&set=set1,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,Xylocaine,55154-9572,Violet,Rosaceae
675,Cyrtandra,64.38,https://robohash.org/totamexcepturinam.bmp?size=50x50&set=set1,in faucibus orci luctus et ultrices posuere cubilia curae mauris,Ofloxacin,54868-6035,Fuscia,Gesneriaceae
676,Hard Alumroot,77.94,https://robohash.org/debitissedquo.jpg?size=50x50&set=set1,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,Olanzapine,65862-561,Blue,Saxifragaceae
677,Crossidium Moss,41.26,https://robohash.org/namdoloremqueea.bmp?size=50x50&set=set1,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,Ciprofloxacin,0781-3240,Mauv,Pottiaceae
678,Pseudoleskeella Moss,55.6,https://robohash.org/sedexpeditaearum.png?size=50x50&set=set1,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,Pramipexole Dihydrochloride,54868-6121,Violet,Leskeaceae
679,Jointleaf Rush,27.02,https://robohash.org/omnisestaut.png?size=50x50&set=set1,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,CAREONE,41520-503,Indigo,Juncaceae
680,China Tortula Moss,99.55,https://robohash.org/quispariaturfugit.jpg?size=50x50&set=set1,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,Westcort,10631-105,Green,Pottiaceae
681,Atkinson s Tickseed,98.27,https://robohash.org/quamfugitipsam.png?size=50x50&set=set1,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,Ceftriaxone Sodium,54868-5589,Pink,Asteraceae
682,Slimleaf Prairie Clover,2.19,https://robohash.org/consequaturnesciuntquaerat.png?size=50x50&set=set1,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,Organoplex,48951-7095,Puce,Fabaceae
683,Roccellina Lichen,90.66,https://robohash.org/officiadoloremsint.bmp?size=50x50&set=set1,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,TOURCIA BODY WASH,43275-120,Red,Roccellaceae
684,Lespedeza,8.4,https://robohash.org/estetcommodi.jpg?size=50x50&set=set1,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,Prednisone,59115-141,Goldenrod,Fabaceae
685,Manfern,81.05,https://robohash.org/nemouthic.bmp?size=50x50&set=set1,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,telmisartan and hydrochlorthiazide,13668-160,Orange,Dicksoniaceae
686,Cup Lichen,50.2,https://robohash.org/numquamexplicabonam.png?size=50x50&set=set1,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,California Valley White Oak,36987-2873,Crimson,Cladoniaceae
687,Ragged Robin,46.78,https://robohash.org/quosetquam.jpg?size=50x50&set=set1,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,Tussin CF,55312-516,Khaki,Caryophyllaceae
688,Firecracker Penstemon,2.06,https://robohash.org/quosquodet.jpg?size=50x50&set=set1,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,Sore Throat Relief,55312-377,Goldenrod,Scrophulariaceae
689,Owl s-clover,83.16,https://robohash.org/dolorvoluptatumautem.jpg?size=50x50&set=set1,consequat in consequat ut nulla sed accumsan felis ut at,DIPYRIDAMOLE,64980-134,Yellow,Scrophulariaceae
690,Venturiella Moss,24.84,https://robohash.org/necessitatibusnihilconsequatur.png?size=50x50&set=set1,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,Clopidogrel Bisulfate,52125-174,Pink,Erpodiaceae
691,Rocky Mountain Phlox,98.43,https://robohash.org/omnisquodveritatis.bmp?size=50x50&set=set1,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,Furosemide,33261-174,Orange,Polemoniaceae
692,Black River Beardtongue,17.11,https://robohash.org/quaeeaautem.bmp?size=50x50&set=set1,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,Moisuture Replenishing Broad Spectrum SPf 15,68828-116,Khaki,Scrophulariaceae
693,Ellesmereland Whitlowgrass,84.57,https://robohash.org/teneturrationevoluptates.bmp?size=50x50&set=set1,in faucibus orci luctus et ultrices posuere cubilia curae donec,Equaline Allergy Relief,41163-612,Green,Brassicaceae
694,Spreading Cotoneaster,25.48,https://robohash.org/blanditiisaddolores.jpg?size=50x50&set=set1,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,Halls,12546-985,Crimson,Rosaceae
695,Smallflower Groundcherry,44.92,https://robohash.org/quisedconsequuntur.bmp?size=50x50&set=set1,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,Plan B One-Step,51285-942,Khaki,Solanaceae
696,Old Wood Rimmed Lichen,73.54,https://robohash.org/veroodioaut.png?size=50x50&set=set1,ac diam cras pellentesque volutpat dui maecenas tristique est et,STUDIO 35,0363-7215,Yellow,Opegraphaceae
697,California Phacelia,37.09,https://robohash.org/eumvoluptasveritatis.png?size=50x50&set=set1,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Lab1796 Cold and Flu Armor,59875-1005,Mauv,Hydrophyllaceae
698,Weak Jumby Pepper,97.74,https://robohash.org/minimaconsectetursimilique.png?size=50x50&set=set1,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,Motion sickness,49348-363,Fuscia,Chenopodiaceae
699,Coccuswood,6.97,https://robohash.org/estvoluptasut.jpg?size=50x50&set=set1,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,Clotrimazole and Betamethasone Dipropionate,54868-4546,Pink,Fabaceae
700,Eggleaf Monkeyflower,10.2,https://robohash.org/quosfugitsunt.jpg?size=50x50&set=set1,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,Deferoxamine Mesylate,0409-2336,Green,Scrophulariaceae
701,Fewflower Evening Primrose,62.66,https://robohash.org/laborumesseet.png?size=50x50&set=set1,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,Fresh Umbrian Clay Freshface Foundation SPF 20 Chalet Girl,49817-1996,Goldenrod,Onagraceae
702,Island False Bindweed,76.44,https://robohash.org/fugasintmollitia.jpg?size=50x50&set=set1,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,Conchae Argentum,48951-3118,Blue,Convolvulaceae
